Message,preprocess_message,Label
Mae yo soy tan idiota que tome jarabe por que tenía mucha tos y ahora estoy como si estuviera borracha y no puedo estudiar,mae yo soy tan idiota que tome jarabe por que tenía mucha tos y ahora estoy como si estuviera borracha y no puedo estudiar ,-1
clrealy no es una indirecta,clrealy no es una indirecta ,0
"Me esta encantando la animacion encerio :,) Cuando veo el final me da un poco ganas de llorar :,) Bueno solo me falta background y texto",me esta encantando la animacion encerio    cuando veo el final me da un poco ganas de llorar    bueno solo me falta background y texto ,1
@user ah mae que duro eso en este día,  ah mae que duro eso en este día ,-1
"@user @user Brutal... Y al parecer los que hacen de periodistas, también siguen con su grupo de wassap un año después",    brutal  y al parecer los que hacen de periodistas  también siguen con su grupo de wassap un año después ,0
@user bonito día para hacer un tweet con esta foto,  bonito día para hacer un tweet con esta foto ,1
Ptmr hoy se presenta trébol clan y recuerdo que en gotica se presentó y fue la última vez que lo vi y hice mi cagada claro,ptmr hoy se presenta trébol clan y recuerdo que en gotica se presentó y fue la última vez que lo vi y hice mi cagada claro ,-1
"¿Mañana stream?  ! Espero que mi internet no se vuelva loco como antes, aunque estos dias funciona bien!", mañana stream     espero que mi internet no se vuelva loco como antes  aunque estos dias funciona bien  ,0
"@user muchas gracias niñuca, tú tienes una gran sensibilidad por eso valoro mucho tu opinión. Feliz noche",  muchas gracias niñuca  tú tienes una gran sensibilidad por eso valoro mucho tu opinión  feliz noche ,1
"@user y con ""las conozco"", me refiero a Maria y Krisbell . Mandale mis saluditos, somos ingratas todas",  y con  las conozco   me refiero a maria y krisbell  mandale mis saluditos  somos ingratas todas ,-1
"Bueno, Yixing tuvo pocas líneas como siempre, pero no voy a andar de pesada. Al menos no esta vez",bueno  yixing tuvo pocas líneas como siempre  pero no voy a andar de pesada  al menos no esta vez ,0
"Este año la quiniela perfecta de los mundiales da como premio las 3 skins definitivas, interesante...",este año la quiniela perfecta de los mundiales da como premio las 3 skins definitivas  interesante  ,1
al final me ha dejado llorando y pues bien  yo que estaba hoy pensando saltos de los feliz que estaba. Al pelo todo,al final me ha dejado llorando y pues bien   yo que estaba hoy pensando saltos de los feliz que estaba  al pelo todo ,-1
Vamos a pasar año nuevo a la playa No? Bueno,vamos a pasar año nuevo a la playa no  bueno ,0
Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,mi papá emocionado hasta las lágrimas con los tenores  hay conciertos que se quedan en el alma para siempre  ,1
@user @user te lleguen a entender y a respetar. Muy malos tienen que ser para obligarte a comer algo a la fuerza,    te lleguen a entender y a respetar  muy malos tienen que ser para obligarte a comer algo a la fuerza ,-1
"Voy asi: Silvio Rodríguez, Ismael Serrano, Cristian Castro (homenaje a José José) y el Buki... el asunto es serio",voy asi  silvio rodríguez  ismael serrano  cristian castro  homenaje a josé josé  y el buki  el asunto es serio ,0
@user Agradecidos. Nos miras con buenos ojos  @user,  agradecidos  nos miras con buenos ojos     ,1
me mantengo optimista pero se me hace difícil a veces de verdad,me mantengo optimista pero se me hace difícil a veces de verdad ,-1
"Regresé de la playa hoy y literal todo el día he dormido, y aún sigo con sueño",regresé de la playa hoy y literal todo el día he dormido  y aún sigo con sueño ,0
@user have fun Antu! Los mejores deseos,  have fun antu  los mejores deseos ,1
@user Pos sí que eras tú limitada en encontrar formas de no aburrirse en clase,  pos sí que eras tú limitada en encontrar formas de no aburrirse en clase ,-1
"Pablo continúa su hilo, imprescindible.  Luego haremos crowfunding entre todos para hacerle un ""Medium""  http",pablo continúa su hilo  imprescindible    luego haremos crowfunding entre todos para hacerle un  medium    http ,0
Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas,sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas ,1
@user la próxima vez que vaya a Madrid no estarás en mis planes. Maldita,  la próxima vez que vaya a madrid no estarás en mis planes  maldita ,-1
¿Conoces la pubalgia relacionado con la lesión de Messi? El doctor Quesada lo explica en el video siguiente  http, conoces la pubalgia relacionado con la lesión de messi  el doctor quesada lo explica en el video siguiente   http ,0
"@user hombreee, poco a poco, los 5 primeros minutos que montes en bici te sabrán a gloria  así que ánimo que todo llega",  hombreee  poco a poco  los 5 primeros minutos que montes en bici te sabrán a gloria   así que ánimo que todo llega ,1
Aún no estoy listo para una nueva mamá,aún no estoy listo para una nueva mamá ,-1
Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta ,0
"Voy con demasiados sueños locos. Y demasiados, siempre son pocos  #Yolo #mondaymotivation",voy con demasiados sueños locos  y demasiados  siempre son pocos     ,1
La operación de Carmen me tiene muy triste,la operación de carmen me tiene muy triste ,-1
@user @user @user se conserva la misma cuenta. Pero el programa será distinto,      se conserva la misma cuenta  pero el programa será distinto ,0
@user  Buenos dias y feliz domingo  abrazo♡,    buenos dias y feliz domingo   abrazo ♡ ,1
@user @user Conmigo no los tiene abiertos porque me bloqueó,    conmigo no los tiene abiertos porque me bloqueó ,-1
"Entre lo positivo, está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería",entre lo positivo  está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo  pero mae yo quería ,0
"@user oye, 7/8 no está nada mal",  oye  7/8 no está nada mal ,1
"@user estaba en momento ""odio eterno"" necesitaba compartirlo  además yo hace poco que tengo canal y no me siento NADA identificada",  estaba en momento  odio eterno  necesitaba compartirlo   además yo hace poco que tengo canal y no me siento nada identificada ,-1
"Como te elicas algo que no viste venir, ¿Cómo?",como te elicas algo que no viste venir   cómo  ,0
"@user un placer guapa!! @user es un sol!! bueno, los dos los sois",  un placer guapa     es un sol   bueno  los dos los sois ,1
Qué triste ver que el odio por una mujer esté por encima de la razón,qué triste ver que el odio por una mujer esté por encima de la razón ,-1
"@user @user @user yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra",      yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2  blanca y negra ,0
"@user Yo, he probado con pisco, y buenazo tmb, ah.",  yo  he probado con pisco  y buenazo tmb  ah  ,1
"Que tristes son los velorios y entierros, mi Papá está llorando peor que un bebito recien nacido",que tristes son los velorios y entierros  mi papá está llorando peor que un bebito recien nacido ,-1
Nominada por @user   Aquí van nuestras pelis y nuestros taggeados.  http,nominada por      aquí van nuestras pelis y nuestros taggeados    http ,0
"Cosas q debemos usar para simplificar nuestra vida: el cerebro, sentido común, una sonrisa y eliminar a quién no nos interesa. Simple",cosas q debemos usar para simplificar nuestra vida  el cerebro  sentido común  una sonrisa y eliminar a quién no nos interesa  simple ,1
@user @user me parece que sueles reclamar demasiados sobrentendidos,    me parece que sueles reclamar demasiados sobrentendidos ,-1
"@user jajajaja fácil,o derrepente ya nos lo cambiaron por uno nuevo",  jajajaja fácil  o derrepente ya nos lo cambiaron por uno nuevo ,0
@user tu ventilador me mira con cara seductora.,  tu ventilador me mira con cara seductora  ,1
@user @user porque al final siempre llegan a lo mismo: es que ella debió asumir más su lado femenino,    porque al final siempre llegan a lo mismo  es que ella debió asumir más su lado femenino ,-1
@user recién me conectooooo Juan está enfermo mañana te prometo que te recojo,  recién me conectooooo juan está enfermo mañana te prometo que te recojo ,0
El sol echa el cierre a un día estupendo en  #VillardeOlalla #Cuenca Preparados para otra noche de fiesta  http,el sol echa el cierre a un día estupendo en     preparados para otra noche de fiesta   http ,1
hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada,hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada ,-1
"Ma, mira... - Qué? La Paca? Sí, cómo supiste? - Porque es lo único que haces.",ma  mira   qué  la paca  sí  cómo supiste   porque es lo único que haces  ,0
Creo k es la primera vez k estoy deseando k llegue septiembre de una vez,creo k es la primera vez k estoy deseando k llegue septiembre de una vez ,1
@user a mi me gustaba antes. Ahora todo es super cuadrado y feo,  a mi me gustaba antes  ahora todo es super cuadrado y feo ,-1
@user las tuyas y las nuestras  ajajajaj,  las tuyas y las nuestras   ajajajaj ,0
"@user gracias niñuca es preciosa, te prometo que me has alegrado la tarde con este detalle tan Bello y enternecedor. Mil besos",  gracias niñuca es preciosa  te prometo que me has alegrado la tarde con este detalle tan bello y enternecedor  mil besos ,1
Que duro iniciar el día con noticias tristes,que duro iniciar el día con noticias tristes ,-1
@user yo estaba todo feliz,  yo estaba todo feliz ,0
"@user sep, mi familia es MUY lectora y mi círculo de amistades también",  sep  mi familia es muy lectora y mi círculo de amistades también ,1
@user yo nunca la he podido ver entera porque literalmente me duermo,  yo nunca la he podido ver entera porque literalmente me duermo ,-1
@user La carta compuesta es un factor más. También está la #sinastría que ayuda a suavizar una compuesta difícil,  la carta compuesta es un factor más  también está la  que ayuda a suavizar una compuesta difícil ,0
"@user No sé si saldrá algo relacionado con Escocia, pero los paisajes son increíbles",  no sé si saldrá algo relacionado con escocia  pero los paisajes son increíbles ,1
Creo que soy muy rencorosa,creo que soy muy rencorosa ,-1
"@user Una vez mi prima me besó sin previo aviso. Ese fue mi primer beso, y nunca he vuelto a tener uno",  una vez mi prima me besó sin previo aviso  ese fue mi primer beso  y nunca he vuelto a tener uno ,0
@user ojalá sigan juntos mucho tiempo,  ojalá sigan juntos mucho tiempo ,1
Quiero entrar en tantas clases pero soy pobre.,quiero entrar en tantas clases pero soy pobre  ,-1
@user ay no mms ARELIIIII.A los añooooos sdfjksf te extraño we,  ay no mms areliiiii.a los añooooos sdfjksf te extraño we ,0
Ha vuelto @user con energías renovadas. Los lunes por la noche el Doctor Amor y su consulta te esperan en su #periscope,ha vuelto   con energías renovadas  los lunes por la noche el doctor amor y su consulta te esperan en su  ,1
"@user Prohibirlo, no. Se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @user",  prohibirlo  no  se pueden hacer campañas  pedagogía  y no aplaudir como están haciendo muchas pseudo-feministas     ,-1
"Mi último trabajo por obra y gracia de @user @user @user, un spot para el @user #megapanic  http",mi último trabajo por obra y gracia de        un spot para el      http ,0
"Nunca es tarde para hacer un sueño..con una mente soñadora, un puñado de ganas, fe y un corazón de amor, todo es posible.",nunca es tarde para hacer un sueño  con una mente soñadora  un puñado de ganas  fe y un corazón de amor  todo es posible  ,1
No debí cogerme la cara con las manos suciaaaaas!!,no debí cogerme la cara con las manos suciaaaaas   ,-1
"+ a VOSOTROS, y siempre intento daros bola y responder a vuestras cosas.  Pero bueno, se ve que no es suficiente",+ a vosotros  y siempre intento daros bola y responder a vuestras cosas    pero bueno  se ve que no es suficiente ,0
Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien,creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga  jodidamente bien ,1
"@user "" En algún momento empecé a mirar más al suelo que al cielo "" "" Estoy harto de llorar, así que intento sonreír """,   en algún momento empecé a mirar más al suelo que al cielo   estoy harto de llorar  así que intento sonreír  ,-1
lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar,lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero   simplemente porque no se ligar ,0
